slug,name,wins,losses,draws,division,reach,height,nickname,dob,nationality,social_media
yamila-sanchez,YAMILA SANCHEZ,0,1,0,Women Bantamweight,67in / 171cm,1.5748,SUKHI,09/1988,Spain,https://www.instagram.com/sukhi_yamy/
yannick-van-dinther,YANNICK VAN DINTHER,0,1,0,Welterweight,,,,,,
yoel-romero-iqws6,YOEL ROMERO,1,0,0,Heavyweight,73in / 185cm,1.8288,,,,
yohann-marin,Yohann Marin,0,1,0,Cruiserweight,"74""",1.8542,,,France,
yorgan-de-castro,YORGAN DE CASTRO,1,1,0,Heavyweight,73in / 185cm,73,THE MAD TITAN,12/1986,United States of America,https://www.instagram.com/YORGAN_DECASTRO
yosdenis-cedeno,YOSDENIS CEDENO,2,2,0,Welterweight,69in / 175cm,68,PINK PANTHER,02/1985,Cuba,https://www.facebook.com/yosdenis.cedeno.3
yunus-batan,YUNUS BATAN,2,1,0,Middleweight,72.5 in / 182 cm,1.7526,,01/1999,Turkey,https://www.instagram.com/yunusemrebatan/?hl=en
zac-cavender,ZAC CAVENDER,2,1,0,Cruiserweight,81in / 206cm,1.9558,,08/1994,United States of America,https://www.instagram.com/ZACCAVENDERMMA
zach-calmus,ZACH CALMUS,5,6,0,Heavyweight,76in / 193cm,72,SHARK ATTACK,01/1992,United States of America,https://www.instagram.com/zachcalmustheshark/; https://www.facebook.com/people/Zach-Calmus/pfbid0SeQhRqKqKemKacTScm1ssKKDvAubBPZZxrAVXmRMD1Drf8FTpkP6D4qDSvCtnCeMl/?ref=fb_profile_link_qp_control
zach-johnson,Zach Johnson,0,0,0,Featherweight,,1.7,,11/1984,United States of America,
zach-juusola,ZACH JUUSOLA,1,1,0,Middleweight,71in / 180cm,1.8542,JUICE,08/1987,United States of America,https://www.instagram.com/juice155/
zach-pannell,ZACH PANNELL,1,5,0,Featherweight,69in / 175cm,66,LIL MAC,04/1994,United States of America,https://www.instagram.com/lilmac_717
zach-zane,Zach Zane,0,2,0,Middleweight,69in / 175cm,70,God's Warrior,12/1989,United States of America,
zack-partridge,ZACK PARTRIDGE,1,0,0,Light Heavyweight,73in / 185cm,71,,10/1988,United States of America,https://www.instagram.com/RIDGE79
zane-marks,Zane Marks,0,1,0,Light Heavyweight,,,,,,
zay-garcia,ZAY GARCIA,0,3,0,Men Flyweight,67in / 170cm,1.651,ZAYBOMINATION,08/1991,United States of America,https://www.instagram.com/ZAYBOMINATION
zdenek-pernica,Zdenek Pernica,0,2,0,Lightweight,,,,,,
zdravko-dimitrov,ZDRAVKO DIMITROV,0,3,0,Featherweight,68in / 173cm,1.7272,THE APE,08/1993,Bulgaria,https://www.instagram.com/zdravko.dimitroff/
zeb-vincent,ZEB VINCENT,3,4,0,Middleweight,76in / 193cm,72,CWB,03/1995,United States of America,https://www.instagram.com/zebcwbvincent/
zedekiah-montanez,ZEDEKIAH MONTANEZ,1,1,0,Lightweight,68in / 173cm,68,KING,05/1992,United States of America,https://www.instagram.com/zedekiahmma
zelemkhan-mukushev,Zelemkhan Mukushev,0,1,0,,,73,,,Thailand,
zion-tomlinson,Zion Tomlinson,6,5,0,Light Heavyweight,75.5in / 190.5cm,73,Z-Man,09/1999,United States of America,
zohrab-azimov,ZOHRAB AZIMOV,0,0,0,Featherweight,67in / 170cm,1.74,THE LEGEND,08/1996,Azerbaijan,https://www.instagram.com/zohrab_legend_azimov/
